scenario,seed,task_id,task_class,urgency_score,deadline_seconds,completed,completed_seconds,failed,failed_reason,final_status,completed_by_agent
LB,107,task_time_critical_lightweight_11,time_critical_lightweight,0.961564265025886,18600.0,0,-1.0,1,lifeline_zero,failed,
RB,108,basic_01,routine_bulk,0.4,33600.0,1,880.0,0,,delivered,truck_0
RB,108,basic_02,routine_bulk,0.4,35200.0,1,2540.0,0,,delivered,truck_1
RB,108,basic_03,routine_bulk,0.4,36800.0,1,2400.0,0,,delivered,truck_0
RB,108,basic_04,routine_bulk,0.4,38400.0,1,720.0,0,,delivered,truck_2
RB,108,basic_05,routine_bulk,0.4,40000.0,1,6500.0,0,,delivered,truck_1
RB,108,basic_06,routine_bulk,0.4,41600.0,1,1500.0,0,,delivered,truck_3
RB,108,basic_07,routine_bulk,0.4,43200.0,1,860.0,0,,delivered,truck_1
RB,108,basic_08,routine_bulk,0.4,44800.0,1,4120.0,0,,delivered,truck_2
RB,108,emergency_01,time_critical_lightweight,0.85,19200.0,0,-1.0,1,lifeline_zero,failed,
RB,108,emergency_02,time_critical_lightweight,0.85,20000.0,0,-1.0,1,lifeline_zero,failed,
RB,108,emergency_03,time_critical_lightweight,0.85,20800.0,0,-1.0,1,lifeline_zero,failed,
RB,108,emergency_04,time_critical_lightweight,0.85,21600.0,0,-1.0,1,lifeline_zero,failed,
RB,108,emergency_05,time_critical_lightweight,0.85,22400.0,0,-1.0,1,lifeline_zero,failed,
RB,108,emergency_06,time_critical_lightweight,0.85,23200.0,0,-1.0,1,lifeline_zero,failed,
RB,108,emergency_07,time_critical_lightweight,0.85,24000.0,0,-1.0,1,lifeline_zero,failed,
RB,108,emergency_08,time_critical_lightweight,0.85,24800.0,0,-1.0,1,lifeline_zero,failed,
RB,108,emergency_09,time_critical_lightweight,0.85,25600.0,0,-1.0,1,lifeline_zero,failed,
RB,108,emergency_10,time_critical_lightweight,0.85,26400.0,0,-1.0,1,lifeline_zero,failed,
RB,108,emergency_11,time_critical_lightweight,0.85,27200.0,0,-1.0,1,lifeline_zero,failed,
RB,108,emergency_12,time_critical_lightweight,0.85,28000.0,0,-1.0,1,lifeline_zero,failed,
RB,109,basic_01,routine_bulk,0.4,33600.0,1,880.0,0,,delivered,truck_0
RB,109,basic_02,routine_bulk,0.4,35200.0,1,2940.0,0,,delivered,truck_1
RB,109,basic_03,routine_bulk,0.4,36800.0,1,2240.0,0,,delivered,truck_0
RB,109,basic_04,routine_bulk,0.4,38400.0,1,720.0,0,,delivered,truck_2
RB,109,basic_05,routine_bulk,0.4,40000.0,1,5900.0,0,,delivered,truck_3
RB,109,basic_06,routine_bulk,0.4,41600.0,1,1720.0,0,,delivered,truck_3
RB,109,basic_07,routine_bulk,0.4,43200.0,1,860.0,0,,delivered,truck_1
RB,109,basic_08,routine_bulk,0.4,44800.0,1,4840.0,0,,delivered,truck_2
RB,109,emergency_01,time_critical_lightweight,0.85,19200.0,0,-1.0,1,lifeline_zero,failed,
RB,109,emergency_02,time_critical_lightweight,0.85,20000.0,0,-1.0,1,lifeline_zero,failed,
RB,109,emergency_03,time_critical_lightweight,0.85,20800.0,0,-1.0,1,lifeline_zero,failed,
RB,109,emergency_04,time_critical_lightweight,0.85,21600.0,0,-1.0,1,lifeline_zero,failed,
RB,109,emergency_05,time_critical_lightweight,0.85,22400.0,0,-1.0,1,lifeline_zero,failed,
RB,109,emergency_06,time_critical_lightweight,0.85,23200.0,0,-1.0,1,lifeline_zero,failed,
RB,109,emergency_07,time_critical_lightweight,0.85,24000.0,0,-1.0,1,lifeline_zero,failed,
RB,109,emergency_08,time_critical_lightweight,0.85,24800.0,0,-1.0,1,lifeline_zero,failed,
RB,109,emergency_09,time_critical_lightweight,0.85,25600.0,0,-1.0,1,lifeline_zero,failed,
RB,109,emergency_10,time_critical_lightweight,0.85,26400.0,0,-1.0,1,lifeline_zero,failed,
RB,109,emergency_11,time_critical_lightweight,0.85,27200.0,0,-1.0,1,lifeline_zero,failed,
RB,109,emergency_12,time_critical_lightweight,0.85,28000.0,0,-1.0,1,lifeline_zero,failed,
LB,108,task_routine_bulk_0,routine_bulk,0.5609855287075038,19200.0,1,820.0,0,,delivered,truck_3
LB,108,task_routine_bulk_1,routine_bulk,0.501236365885313,20400.0,1,1340.0,0,,delivered,truck_0
LB,108,task_routine_bulk_2,routine_bulk,0.5555026708663071,21600.0,1,5880.0,0,,delivered,truck_0
LB,108,task_routine_bulk_3,routine_bulk,0.3185650985937015,22800.0,1,1000.0,0,,delivered,truck_2
LB,108,task_routine_bulk_4,routine_bulk,0.340645743356163,24000.0,1,1860.0,0,,delivered,truck_1
LB,108,task_routine_bulk_5,routine_bulk,0.2586448536253348,25200.0,1,1220.0,0,,delivered,truck_3
LB,108,task_routine_bulk_6,routine_bulk,0.343202237017046,26400.0,0,-1.0,1,lifeline_zero,failed,
LB,108,task_routine_bulk_7,routine_bulk,0.5744015331175518,27600.0,1,2020.0,0,,delivered,truck_0
LB,108,task_time_critical_lightweight_0,time_critical_lightweight,0.7335914098601112,12000.0,0,-1.0,1,lifeline_zero,failed,
LB,108,task_time_critical_lightweight_1,time_critical_lightweight,0.8868543307242109,12600.0,0,-1.0,1,lifeline_zero,failed,
LB,108,task_time_critical_lightweight_2,time_critical_lightweight,0.8622104462015817,14160.0,0,-1.0,1,lifeline_zero,failed,
LB,108,task_time_critical_lightweight_3,time_critical_lightweight,0.8776064072695569,13800.0,0,-1.0,1,lifeline_zero,failed,
LB,108,task_time_critical_lightweight_4,time_critical_lightweight,0.9812414865193096,14400.0,0,-1.0,1,lifeline_zero,failed,
LB,108,task_time_critical_lightweight_5,time_critical_lightweight,0.7361653400527843,15960.0,0,-1.0,1,lifeline_zero,failed,
LB,108,task_time_critical_lightweight_6,time_critical_lightweight,0.8281854223501783,15600.0,0,-1.0,1,lifeline_zero,failed,
LB,108,task_time_critical_lightweight_7,time_critical_lightweight,0.9473833365764368,16200.0,0,-1.0,1,lifeline_zero,failed,
LB,108,task_time_critical_lightweight_8,time_critical_lightweight,0.7862908118294443,17760.0,0,-1.0,1,lifeline_zero,failed,
LB,108,task_time_critical_lightweight_9,time_critical_lightweight,0.8110961246662984,17400.0,0,-1.0,1,lifeline_zero,failed,
LB,108,task_time_critical_lightweight_10,time_critical_lightweight,0.9060906911985231,18000.0,0,-1.0,1,lifeline_zero,failed,
LB,108,task_time_critical_lightweight_11,time_critical_lightweight,0.8683274098138106,18600.0,0,-1.0,1,lifeline_zero,failed,
LB,109,task_routine_bulk_0,routine_bulk,0.243728924266751,19200.0,0,-1.0,1,deadline_exceeded,failed,
LB,109,task_routine_bulk_1,routine_bulk,0.5054521103748251,20400.0,1,2220.0,0,,delivered,truck_1
LB,109,task_routine_bulk_2,routine_bulk,0.228192230621319,21600.0,1,1540.0,0,,delivered,truck_0
LB,109,task_routine_bulk_3,routine_bulk,0.5591597629199856,22800.0,1,6800.0,0,,delivered,truck_2
LB,109,task_routine_bulk_4,routine_bulk,0.5182976821364798,24000.0,1,4920.0,0,,delivered,truck_0
LB,109,task_routine_bulk_5,routine_bulk,0.2749894873128647,25200.0,1,820.0,0,,delivered,truck_2
LB,109,task_routine_bulk_6,routine_bulk,0.3593808860534178,26400.0,1,7800.0,0,,delivered,truck_2
LB,109,task_routine_bulk_7,routine_bulk,0.4023390026781324,27600.0,1,2480.0,0,,delivered,truck_0
LB,109,task_time_critical_lightweight_0,time_critical_lightweight,0.9897379983613448,12000.0,0,-1.0,1,lifeline_zero,failed,
LB,109,task_time_critical_lightweight_1,time_critical_lightweight,0.706236225687008,12600.0,0,-1.0,1,lifeline_zero,failed,
LB,109,task_time_critical_lightweight_2,time_critical_lightweight,0.7651739864753156,14160.0,0,-1.0,1,lifeline_zero,failed,
LB,109,task_time_critical_lightweight_3,time_critical_lightweight,0.8801124407111246,13800.0,0,-1.0,1,lifeline_zero,failed,
LB,109,task_time_critical_lightweight_4,time_critical_lightweight,0.8306203940527022,14400.0,0,-1.0,1,lifeline_zero,failed,
LB,109,task_time_critical_lightweight_5,time_critical_lightweight,0.7964834075936699,15000.0,0,-1.0,1,lifeline_zero,failed,
LB,109,task_time_critical_lightweight_6,time_critical_lightweight,0.7422776363571023,15600.0,0,-1.0,1,lifeline_zero,failed,
LB,109,task_time_critical_lightweight_7,time_critical_lightweight,0.9318751313700842,17160.0,0,-1.0,1,lifeline_zero,failed,
LB,109,task_time_critical_lightweight_8,time_critical_lightweight,0.923149714829651,16800.0,0,-1.0,1,lifeline_zero,failed,
LB,109,task_time_critical_lightweight_9,time_critical_lightweight,0.9021797238988898,18360.0,0,-1.0,1,lifeline_zero,failed,
LB,109,task_time_critical_lightweight_10,time_critical_lightweight,0.7471077952711116,18000.0,0,-1.0,1,lifeline_zero,failed,
LB,109,task_time_critical_lightweight_11,time_critical_lightweight,0.9989661728188876,18600.0,0,-1.0,1,lifeline_zero,failed,
RB,104,basic_01,routine_bulk,0.4,33600.0,1,880.0,0,,delivered,truck_0
RB,104,basic_02,routine_bulk,0.4,35200.0,1,2540.0,0,,delivered,truck_1
RB,104,basic_03,routine_bulk,0.4,36800.0,1,1860.0,0,,delivered,truck_0
RB,104,basic_04,routine_bulk,0.4,38400.0,1,720.0,0,,delivered,truck_2
RB,104,basic_05,routine_bulk,0.4,40000.0,1,6140.0,0,,delivered,truck_0
RB,104,basic_06,routine_bulk,0.4,41600.0,1,1500.0,0,,delivered,truck_3
RB,104,basic_07,routine_bulk,0.4,43200.0,1,860.0,0,,delivered,truck_1
RB,104,basic_08,routine_bulk,0.4,44800.0,0,-1.0,1,lifeline_zero,failed,
RB,104,emergency_01,time_critical_lightweight,0.85,19200.0,0,-1.0,1,lifeline_zero,failed,
RB,104,emergency_02,time_critical_lightweight,0.85,20000.0,0,-1.0,1,lifeline_zero,failed,
RB,104,emergency_03,time_critical_lightweight,0.85,20800.0,0,-1.0,1,lifeline_zero,failed,
RB,104,emergency_04,time_critical_lightweight,0.85,21600.0,0,-1.0,1,lifeline_zero,failed,
RB,104,emergency_05,time_critical_lightweight,0.85,22400.0,0,-1.0,1,lifeline_zero,failed,
RB,104,emergency_06,time_critical_lightweight,0.85,23200.0,0,-1.0,1,lifeline_zero,failed,
RB,104,emergency_07,time_critical_lightweight,0.85,24000.0,0,-1.0,1,lifeline_zero,failed,
RB,104,emergency_08,time_critical_lightweight,0.85,24800.0,0,-1.0,1,lifeline_zero,failed,
RB,104,emergency_09,time_critical_lightweight,0.85,25600.0,0,-1.0,1,lifeline_zero,failed,
RB,104,emergency_10,time_critical_lightweight,0.85,26400.0,0,-1.0,1,lifeline_zero,failed,
RB,104,emergency_11,time_critical_lightweight,0.85,27200.0,0,-1.0,1,lifeline_zero,failed,
RB,104,emergency_12,time_critical_lightweight,0.85,28000.0,0,-1.0,1,lifeline_zero,failed,
RB,107,basic_01,routine_bulk,0.4,33600.0,1,880.0,0,,delivered,truck_0
RB,107,basic_02,routine_bulk,0.4,35200.0,1,3100.0,0,,delivered,truck_1
RB,107,basic_03,routine_bulk,0.4,36800.0,1,2440.0,0,,delivered,truck_0
RB,107,basic_04,routine_bulk,0.4,38400.0,1,720.0,0,,delivered,truck_2
RB,107,basic_05,routine_bulk,0.4,40000.0,1,5780.0,0,,delivered,truck_3
RB,107,basic_06,routine_bulk,0.4,41600.0,1,1500.0,0,,delivered,truck_3
RB,107,basic_07,routine_bulk,0.4,43200.0,1,860.0,0,,delivered,truck_1
RB,107,basic_08,routine_bulk,0.4,44800.0,0,-1.0,1,lifeline_zero,failed,
RB,107,emergency_01,time_critical_lightweight,0.85,19200.0,0,-1.0,1,lifeline_zero,failed,
RB,107,emergency_02,time_critical_lightweight,0.85,20000.0,0,-1.0,1,lifeline_zero,failed,
RB,107,emergency_03,time_critical_lightweight,0.85,20800.0,0,-1.0,1,lifeline_zero,failed,
RB,107,emergency_04,time_critical_lightweight,0.85,21600.0,0,-1.0,1,lifeline_zero,failed,
RB,107,emergency_05,time_critical_lightweight,0.85,22400.0,0,-1.0,1,lifeline_zero,failed,
RB,107,emergency_06,time_critical_lightweight,0.85,23200.0,0,-1.0,1,lifeline_zero,failed,
RB,107,emergency_07,time_critical_lightweight,0.85,24000.0,0,-1.0,1,lifeline_zero,failed,
RB,107,emergency_08,time_critical_lightweight,0.85,24800.0,0,-1.0,1,lifeline_zero,failed,
RB,107,emergency_09,time_critical_lightweight,0.85,25600.0,0,-1.0,1,lifeline_zero,failed,
RB,107,emergency_10,time_critical_lightweight,0.85,26400.0,0,-1.0,1,lifeline_zero,failed,
RB,107,emergency_11,time_critical_lightweight,0.85,27200.0,0,-1.0,1,lifeline_zero,failed,
RB,107,emergency_12,time_critical_lightweight,0.85,28000.0,0,-1.0,1,lifeline_zero,failed,
